vehicle_count,avg_speed,time_of_day,weather,traffic_level
179,14,4,0,High
131,22,10,2,High
14,41,18,1,Low
177,65,20,0,High
190,14,3,1,High
157,15,5,2,High
163,16,4,0,High
28,18,20,0,Low
183,76,5,0,High
61,12,15,2,Medium
119,78,8,0,Medium
57,66,22,1,Low
43,33,14,1,Low
178,13,21,2,High
18,13,20,1,Low
180,13,7,2,High
124,36,1,2,High
139,23,14,0,High
62,54,22,1,Medium
20,31,6,1,Low
26,12,14,2,Low
102,46,1,2,Medium
28,51,17,1,Low
167,18,16,0,High
43,78,12,1,Low
82,36,18,1,Medium
50,50,6,2,Low
72,63,2,1,Medium
143,17,6,1,High
144,65,23,0,High
179,13,14,0,High
90,63,22,2,Medium
121,58,8,1,High
188,29,4,0,High
139,37,2,1,High
194,25,6,2,High
11,16,3,0,Low
147,54,11,0,High
195,42,14,1,High
106,14,7,2,Medium
82,61,10,0,Medium
135,70,13,2,High
131,33,1,2,High
57,41,7,1,Low
137,76,0,0,High
132,74,4,2,High
24,28,4,2,Low
86,60,2,2,Medium
123,65,14,1,High
48,28,9,0,Low
139,38,18,2,High
196,15,8,1,High
40,69,21,1,Low
97,25,14,0,Medium
25,78,0,1,Low
134,70,8,2,High
103,33,7,1,Medium
10,24,1,2,Low
83,47,11,2,Medium
25,75,15,0,Low
28,76,23,0,Low
140,74,12,2,High
116,14,17,0,Medium
126,51,1,0,High
125,49,7,2,High
121,74,14,0,High
44,37,15,2,Low
84,42,19,1,Medium
97,32,20,0,Medium
53,25,17,2,Low
106,36,15,1,Medium
53,60,17,2,Low
35,27,20,2,Low
60,11,1,0,Low
12,31,18,2,Low
187,30,2,1,High
12,16,10,0,Low
95,59,8,0,Medium
93,12,10,0,Medium
50,39,1,0,Low
78,11,5,1,Medium
163,35,0,1,High
20,17,19,2,Low
110,46,7,2,Medium
174,56,11,1,High
141,76,13,0,High
20,19,16,0,Low
190,51,15,1,High
42,46,3,0,Low
97,66,4,2,Medium
178,58,4,2,High
127,76,8,0,High
182,79,19,1,High
142,54,17,1,High
113,76,23,0,Medium
198,42,17,1,High
140,59,11,1,High
124,55,20,0,High
157,79,15,2,High
34,34,2,2,Low
186,24,15,0,High
127,32,12,1,High
75,75,16,1,Medium
116,60,3,0,Medium
72,28,20,2,Medium
155,47,15,1,High
26,30,10,0,Low
98,28,15,2,Medium
169,23,6,0,High
74,27,16,1,Medium
109,12,18,0,Medium
27,21,12,1,Low
76,25,17,0,Medium
148,25,5,0,High
139,33,13,1,High
67,79,21,0,Medium
25,49,9,1,Low
124,43,1,1,High
94,51,8,2,Medium
62,30,5,1,Medium
101,65,2,1,Medium
195,10,8,1,High
72,15,23,0,Medium
67,65,15,0,Medium
159,35,7,1,High
56,51,7,2,Low
128,24,16,0,High
179,14,0,0,High
46,31,9,2,Low
184,66,23,2,High
188,63,1,1,High
81,68,15,1,Medium
137,58,20,2,High
184,45,13,0,High
135,13,15,1,High
196,18,21,1,High
129,50,22,1,High
100,57,21,0,Medium
151,20,11,1,High
163,50,9,2,High
192,27,16,1,High
34,14,13,2,Low
157,21,11,0,High
14,50,20,2,Low
144,55,12,0,High
142,55,21,2,High
107,70,16,2,Medium
167,61,19,0,High
105,36,21,1,Medium
56,30,17,1,Low
45,19,13,2,Low
129,50,16,1,High
141,76,22,0,High
154,48,1,1,High
102,35,2,0,Medium
181,46,8,0,High
40,55,7,1,Low
64,55,12,2,Medium
167,58,11,0,High
24,56,10,0,Low
146,35,22,0,High
56,64,4,1,Low
20,69,2,2,Low
70,55,18,2,Medium
150,49,23,0,High
98,51,8,1,Medium
124,14,15,2,High
66,12,8,1,Medium
170,51,7,1,High
19,30,7,0,Low
53,14,11,2,Low
173,14,2,1,High
155,38,17,2,High
106,78,21,2,Medium
12,37,10,1,Low
135,37,21,0,High
29,43,8,1,Low
164,20,4,2,High
94,58,9,0,Medium
55,70,11,1,Low
84,24,20,2,Medium
179,47,20,2,High
52,68,19,1,Low
48,74,2,2,Low
59,28,23,1,Low
43,18,11,1,Low
96,25,14,1,Medium
171,68,16,2,High
29,30,2,2,Low
174,52,4,0,High
15,54,19,2,Low
99,77,21,1,Medium
97,56,4,0,Medium
96,38,9,0,Medium
43,52,12,2,Low
21,28,6,1,Low
163,69,9,1,High
186,16,14,1,High
121,72,15,0,High
53,33,12,0,Low
66,23,12,2,Medium
55,38,4,2,Low
96,64,0,2,Medium
48,36,19,1,Low
70,78,21,1,Medium
39,67,19,0,Low
33,19,10,0,Low
104,55,7,1,Medium
131,51,9,2,High
197,49,20,1,High
45,63,6,2,Low
133,44,18,1,High
137,71,0,1,High
89,50,17,2,Medium
121,37,19,0,High
90,15,16,0,Medium
131,59,8,1,High
38,61,17,0,Low
184,35,5,1,High
155,57,21,1,High
139,37,22,0,High
133,30,0,1,High
123,11,5,0,High
31,75,12,1,Low
12,67,10,1,Low
197,31,8,1,High
133,60,5,0,High
42,58,8,1,Low
169,63,3,2,High
55,60,10,1,Low
142,69,6,2,High
73,48,20,2,Medium
159,27,20,2,High
58,34,1,2,Low
179,28,8,1,High
150,25,22,2,High
10,19,18,2,Low
100,76,16,2,Medium
10,64,18,2,Low
49,21,3,0,Low
185,36,13,2,High
190,70,22,2,High
141,17,17,2,High
146,61,6,2,High
57,30,0,0,Low
48,45,21,2,Low
170,30,22,0,High
154,57,9,0,High
125,44,22,2,High
21,65,2,0,Low
171,55,5,1,High
39,79,11,1,Low
118,40,13,1,Medium
134,67,6,0,High
26,38,13,1,Low
36,73,20,2,Low
92,42,12,0,Medium
60,31,22,0,Low
150,56,4,1,High
45,17,0,2,Low
74,38,11,0,Medium
97,74,7,1,Medium
75,21,0,2,Medium
92,68,16,0,Medium
125,27,19,0,High
166,16,22,2,High
55,48,3,0,Low
114,60,11,1,Medium
31,59,17,0,Low
71,70,3,0,Medium
129,15,23,1,High
115,76,12,0,Medium
76,72,16,1,Medium
95,61,12,2,Medium
27,20,9,1,Low
138,10,23,1,High
160,30,12,0,High
100,77,2,2,Medium
190,20,1,2,High
51,44,19,1,Low
21,63,11,0,Low
28,21,18,0,Low
158,68,19,1,High
44,53,17,0,Low
27,39,20,0,Low
44,27,7,2,Low
93,35,4,0,Medium
51,50,9,1,Low
101,12,7,2,Medium
109,50,4,2,Medium
197,54,16,1,High
149,46,11,2,High
62,33,1,0,Medium
67,39,23,2,Medium
97,25,0,0,Medium
44,11,8,2,Low
114,57,6,1,Medium
92,52,2,2,Medium
147,22,7,1,High
157,36,6,1,High
95,16,2,2,Medium
48,43,14,0,Low
25,17,18,1,Low
14,19,11,1,Low
25,73,20,1,Low
133,38,11,0,High
174,30,7,1,High
15,38,10,1,Low
164,64,21,1,High
131,12,8,2,High
104,12,5,1,Medium
68,22,0,2,Medium
159,64,3,0,High
168,24,12,0,High
174,23,9,0,High
63,19,16,2,Medium
165,53,14,2,High
47,70,8,1,Low
64,67,14,2,Medium
170,70,17,1,High
32,56,17,1,Low
180,77,8,0,High
174,69,16,1,High
126,42,22,1,High
84,32,21,0,Medium
177,71,18,2,High
195,45,12,1,High
164,78,9,1,High
186,54,3,0,High
147,18,19,2,High
102,19,16,2,Medium
130,45,15,1,High
94,47,9,0,Medium
79,20,2,1,Medium
120,63,5,2,Medium
155,54,8,0,High
135,60,0,2,High
38,61,16,2,Low
136,53,14,0,High
106,65,3,2,Medium
36,16,2,0,Low
95,73,1,1,Medium
132,57,0,0,High
194,37,11,0,High
197,37,9,0,High
91,49,17,0,Medium
199,42,6,0,High
192,32,17,1,High
138,34,6,2,High
10,38,7,1,Low
22,71,17,1,Low
174,57,8,0,High
86,74,10,0,Medium
127,10,1,2,High
104,72,7,1,Medium
155,32,17,1,High
134,33,22,1,High
164,54,0,1,High
20,30,13,2,Low
65,21,9,0,Medium
146,42,8,2,High
56,54,20,0,Low
99,50,5,1,Medium
129,11,17,1,High
157,19,3,1,High
117,54,18,0,Medium
104,66,8,1,Medium
48,14,22,0,Low
63,74,5,0,Medium
171,49,16,2,High
32,20,10,2,Low
169,23,2,0,High
120,44,2,1,Medium
145,70,12,0,High
138,39,20,2,High
100,29,2,1,Medium
163,50,13,1,High
110,54,14,2,Medium
105,33,5,1,Medium
11,34,16,0,Low
158,29,20,2,High
101,37,11,1,Medium
144,32,7,1,High
118,15,19,1,Medium
191,38,23,1,High
33,28,11,0,Low
76,75,19,0,Medium
81,78,6,0,Medium
198,15,18,0,High
140,63,2,2,High
153,51,6,0,High
17,58,8,1,Low
179,28,10,2,High
39,26,23,0,Low
78,24,23,0,Medium
146,55,9,2,High
87,24,14,0,Medium
15,36,23,1,Low
160,79,23,2,High
54,73,19,1,Low
87,72,1,0,Medium
59,32,22,1,Low
91,20,19,1,Medium
14,23,23,2,Low
111,43,14,1,Medium
81,44,18,1,Medium
188,74,23,0,High
170,15,14,0,High
93,49,3,1,Medium
58,44,3,2,Low
191,31,0,2,High
171,29,12,0,High
67,65,21,2,Medium
11,68,4,2,Low
153,78,23,0,High
49,31,1,1,Low
114,51,2,0,Medium
43,64,12,2,Low
173,36,15,0,High
76,50,6,2,Medium
150,77,18,1,High
95,12,18,1,Medium
144,69,1,1,High
66,24,14,2,Medium
186,45,13,2,High
15,78,12,2,Low
185,73,13,2,High
22,46,4,0,Low
49,51,18,0,Low
38,33,17,1,Low
109,76,19,0,Medium
137,68,9,2,High
92,38,13,0,Medium
170,41,9,2,High
72,13,6,1,Medium
45,46,1,2,Low
64,30,23,0,Medium
182,51,16,2,High
142,76,3,2,High
85,60,4,0,Medium
163,24,3,2,High
113,50,2,1,Medium
135,22,9,2,High
25,55,22,2,Low
127,54,23,0,High
69,43,10,1,Medium
123,29,4,2,High
113,78,17,0,Medium
86,68,20,2,Medium
153,77,15,1,High
23,68,18,1,Low
31,70,11,2,Low
134,72,20,0,High
10,46,2,2,Low
197,52,11,2,High
110,19,15,1,Medium
49,72,0,0,Low
72,79,16,0,Medium
88,35,20,1,Medium
183,18,11,2,High
35,70,20,0,Low
100,56,8,2,Medium
44,40,18,1,Low
51,27,18,2,Low
22,23,16,0,Low
141,29,22,1,High
73,71,6,0,Medium
77,42,9,2,Medium
95,18,16,2,Medium
58,64,10,0,Low
180,26,11,0,High
96,45,15,2,Medium
186,32,7,0,High
27,79,0,0,Low
177,78,18,2,High
112,65,8,2,Medium
14,16,17,0,Low
114,64,4,1,Medium
154,75,2,0,High
192,70,2,2,High
136,59,15,1,High
71,36,18,2,Medium
46,30,12,0,Low
97,30,19,2,Medium
132,69,10,0,High
161,27,23,1,High
133,79,9,1,High
94,45,13,0,Medium
150,24,7,0,High
105,74,12,2,Medium
86,17,16,1,Medium
51,53,20,0,Low
80,78,4,2,Medium
67,16,10,0,Medium
71,23,13,2,Medium
56,47,21,0,Low
66,56,10,1,Medium
162,15,13,0,High
72,12,0,2,Medium
12,42,21,0,Low
42,43,19,1,Low
33,41,19,2,Low
65,17,9,2,Medium
60,29,21,1,Low
126,43,23,1,High
103,21,22,1,Medium
79,66,8,2,Medium
13,45,22,1,Low
26,29,5,1,Low
165,74,5,0,High
150,62,17,2,High
125,70,15,1,High
26,48,15,2,Low
94,41,5,0,Medium
132,21,17,0,High
91,54,12,2,Medium
49,56,5,1,Low
122,79,2,1,High
169,69,19,2,High
163,14,22,2,High
112,38,16,0,Medium
170,36,15,1,High
15,39,2,1,Low
104,27,14,2,Medium
74,54,15,1,Medium
194,25,14,1,High
144,74,5,1,High
131,27,16,2,High
12,34,2,2,Low
168,69,10,2,High
196,71,18,2,High
128,47,0,1,High
156,61,6,1,High
192,23,9,2,High
194,70,6,1,High
100,32,20,2,Medium
63,78,22,0,Medium
178,22,18,2,High
108,69,6,1,Medium
84,77,23,1,Medium
196,47,17,2,High
194,35,0,1,High
62,34,13,2,Medium
194,50,1,2,High
78,16,12,1,Medium
49,12,3,1,Low
60,29,23,2,Low
95,74,1,0,Medium
96,71,16,1,Medium
56,29,9,0,Low
91,65,18,1,Medium
185,66,14,2,High
24,44,18,1,Low
85,55,21,1,Medium
87,51,13,0,Medium
104,59,16,1,Medium
111,58,1,2,Medium
99,54,14,2,Medium
138,32,13,0,High
62,66,23,1,Medium
197,34,4,1,High
89,52,16,1,Medium
18,32,13,0,Low
113,17,4,2,Medium
180,21,13,1,High
47,29,23,1,Low
18,23,23,2,Low
191,40,20,1,High
129,32,8,1,High
14,68,20,2,Low
180,47,21,1,High
38,52,15,2,Low
97,40,11,2,Medium
156,48,10,0,High
45,30,9,0,Low
169,25,3,0,High
177,60,5,2,High
36,72,23,0,Low
186,14,9,0,High
116,22,20,1,Medium
188,13,19,0,High
136,36,1,1,High
128,14,22,2,High
107,30,6,0,Medium
147,12,0,2,High
14,57,16,0,Low
70,45,13,2,Medium
114,49,3,2,Medium
127,33,21,0,High
98,17,11,1,Medium
93,53,8,1,Medium
90,69,19,0,Medium
15,51,7,2,Low
157,40,15,2,High
163,25,0,2,High
72,19,9,0,Medium
20,21,11,1,Low
170,19,3,2,High
194,41,18,1,High
194,38,10,2,High
64,44,6,2,Medium
160,71,6,1,High
142,68,5,0,High
134,71,20,1,High
166,10,13,0,High
89,56,4,2,Medium
82,51,8,2,Medium
122,32,17,1,High
111,21,4,1,Medium
51,14,14,0,Low
93,44,0,1,Medium
148,11,15,1,High
86,45,15,1,Medium
37,27,18,0,Low
27,15,9,0,Low
105,52,10,0,Medium
116,41,9,1,Medium
121,16,8,0,High
26,77,16,1,Low
172,35,23,0,High
59,10,13,2,Low
42,71,16,1,Low
71,41,9,1,Medium
153,27,5,0,High
28,51,13,2,Low
99,64,21,2,Medium
142,14,8,0,High
44,44,14,1,Low
182,26,5,1,High
168,49,18,1,High
25,39,5,1,Low
17,75,6,1,Low
142,68,4,1,High
168,49,11,1,High
79,47,21,0,Medium
64,43,3,2,Medium
132,51,0,2,High
26,62,19,1,Low
123,41,6,2,High
18,35,18,2,Low
84,37,1,1,Medium
45,52,17,1,Low
157,43,9,0,High
173,44,1,0,High
145,79,18,0,High
127,44,18,2,High
50,76,17,2,Low
26,74,11,2,Low
89,17,5,2,Medium
56,13,4,2,Low
22,53,8,2,Low
34,28,16,0,Low
51,16,18,1,Low
113,19,1,1,Medium
69,67,14,0,Medium
75,67,1,0,Medium
35,75,20,1,Low
150,49,19,2,High
13,32,6,0,Low
141,68,5,1,High
124,59,3,1,High
64,55,16,1,Medium
179,78,5,2,High
16,59,2,1,Low
86,48,6,2,Medium
188,11,15,1,High
22,30,14,0,Low
37,51,13,0,Low
114,23,6,2,Medium
145,48,11,2,High
117,31,5,0,Medium
58,10,0,0,Low
24,73,1,2,Low
153,18,0,1,High
158,36,23,1,High
15,45,17,0,Low
154,16,4,1,High
75,57,11,0,Medium
87,64,2,2,Medium
47,25,14,0,Low
131,70,10,1,High
100,77,23,2,Medium
85,58,5,0,Medium
36,74,17,1,Low
28,62,8,1,Low
30,62,13,0,Low
136,44,19,0,High
47,44,12,1,Low
150,40,7,0,High
188,52,3,1,High
59,30,0,0,Low
172,68,21,2,High
28,26,13,2,Low
18,27,7,2,Low
160,32,15,0,High
142,76,1,0,High
150,50,6,1,High
45,19,8,2,Low
194,23,9,2,High
77,77,13,0,Medium
178,35,0,1,High
59,34,18,1,Low
81,58,10,2,Medium
101,55,11,2,Medium
32,22,18,2,Low
176,33,5,0,High
164,37,18,0,High
180,17,18,0,High
50,60,3,2,Low
86,53,5,0,Medium
36,40,22,1,Low
57,53,10,1,Low
176,16,21,2,High
12,44,19,2,Low
186,60,10,0,High
71,20,17,2,Medium
172,14,0,1,High
170,69,22,1,High
133,54,13,1,High
44,49,23,0,Low
63,50,5,2,Medium
47,65,18,2,Low
191,48,5,0,High
109,18,23,0,Medium
103,73,19,1,Medium
94,37,2,0,Medium
155,45,6,1,High
94,75,21,1,Medium
167,53,5,2,High
76,55,6,2,Medium
197,52,19,0,High
69,79,18,0,Medium
88,45,8,2,Medium
21,72,22,0,Low
74,34,8,2,Medium
49,67,10,1,Low
115,27,13,0,Medium
141,58,2,0,High
119,54,7,1,Medium
159,13,15,2,High
165,70,18,1,High
17,37,22,1,Low
24,39,16,0,Low
69,27,4,0,Medium
83,14,9,0,Medium
178,59,20,1,High
67,44,18,2,Medium
76,24,6,1,Medium
41,29,9,0,Low
110,70,1,2,Medium
63,66,13,0,Medium
74,46,16,0,Medium
70,78,21,1,Medium
158,68,7,2,High
56,71,18,0,Low
91,12,10,1,Medium
183,18,21,0,High
170,62,17,0,High
136,14,18,1,High
105,20,19,1,Medium
92,71,5,2,Medium
137,40,14,0,High
79,49,8,1,Medium
104,70,6,2,Medium
149,65,11,0,High
88,63,7,0,Medium
193,59,8,1,High
43,29,7,1,Low
157,78,3,0,High
160,47,0,0,High
61,18,10,0,Medium
127,28,0,2,High
138,79,13,2,High
48,63,15,0,Low
84,50,18,2,Medium
122,53,20,1,High
132,29,17,1,High
124,41,13,0,High
111,66,7,0,Medium
133,34,15,0,High
163,72,22,0,High
189,17,7,0,High
72,41,15,0,Medium
193,79,17,2,High
88,59,15,1,Medium
50,62,15,0,Low
54,10,19,1,Low
184,33,14,1,High
67,30,0,2,Medium
17,58,15,1,Low
68,73,13,0,Medium
81,22,7,1,Medium
191,54,21,1,High
52,28,15,0,Low
85,54,15,2,Medium
138,22,19,1,High
106,78,18,1,Medium
52,56,4,1,Low
25,42,17,1,Low
81,78,21,2,Medium
145,46,19,1,High
83,77,0,2,Medium
155,59,22,1,High
111,15,4,0,Medium
156,60,3,0,High
127,78,21,1,High
83,70,9,1,Medium
148,31,0,1,High
131,15,6,1,High
71,23,18,0,Medium
137,62,10,1,High
52,25,14,0,Low
66,40,15,1,Medium
192,52,13,2,High
159,50,11,2,High
29,45,13,1,Low
197,30,20,1,High
67,35,20,0,Medium
162,70,1,0,High
157,38,7,2,High
75,67,5,1,Medium
86,76,7,1,Medium
167,58,1,0,High
78,16,15,2,Medium
96,34,15,1,Medium
163,66,10,2,High
32,39,3,2,Low
109,29,16,1,Medium
183,43,16,0,High
59,70,10,0,Low
100,58,2,2,Medium
143,13,8,1,High
153,39,17,2,High
192,28,3,1,High
38,15,6,1,Low
164,37,15,2,High
25,43,9,2,Low
152,66,4,1,High
43,53,3,1,Low
62,37,10,0,Medium
132,66,9,0,High
167,64,2,2,High
182,74,2,0,High
80,66,10,2,Medium
166,25,10,2,High
66,31,18,2,Medium
187,70,2,2,High
195,28,14,2,High
24,48,23,0,Low
188,60,19,2,High
21,32,5,2,Low
154,58,13,1,High
91,15,21,2,Medium
159,30,0,1,High
123,56,7,2,High
176,11,14,2,High
61,32,17,1,Medium
74,75,11,2,Medium
115,19,10,0,Medium
12,10,7,2,Low
12,57,7,1,Low
167,26,4,1,High
43,56,18,2,Low
158,29,0,0,High
45,10,6,0,Low
161,50,10,2,High
161,51,6,1,High
13,74,10,1,Low
197,67,22,1,High
183,11,6,1,High
10,60,9,0,Low
109,10,17,2,Medium
85,68,6,2,Medium
71,57,7,2,Medium
52,22,18,2,Low
14,44,17,0,Low
176,40,1,2,High
180,36,5,0,High
67,13,20,0,Medium
46,72,22,2,Low
149,71,14,0,High
26,49,16,2,Low
46,50,12,0,Low
49,13,6,1,Low
12,54,9,2,Low
135,40,19,1,High
163,76,11,1,High
122,22,17,1,High
88,42,10,0,Medium
25,27,12,2,Low
187,36,4,1,High
98,70,4,0,Medium
114,65,0,2,Medium
63,26,6,2,Medium
182,62,17,2,High
131,72,23,1,High
139,55,21,1,High
165,79,21,2,High
62,23,1,0,Medium
82,54,19,2,Medium
179,75,3,1,High
30,71,21,0,Low
137,11,22,0,High
73,62,16,2,Medium
123,56,9,0,High
118,44,19,0,Medium
43,32,9,0,Low
103,38,6,1,Medium
104,18,19,1,Medium
163,22,0,2,High
179,69,0,0,High
187,30,9,1,High
195,49,6,1,High
137,16,4,2,High
82,65,20,1,Medium
78,51,11,2,Medium
49,33,8,1,Low
183,31,0,1,High
148,49,5,2,High
116,49,0,0,Medium
95,60,0,2,Medium
97,62,21,1,Medium
57,41,12,0,Low
97,28,13,0,Medium
78,15,5,2,Medium
185,79,9,0,High
71,62,9,2,Medium
70,29,17,2,Medium
134,39,15,2,High
187,11,21,1,High
37,32,2,0,Low
179,37,16,0,High
68,69,14,0,Medium
123,41,21,2,High
121,52,13,1,High
134,34,3,1,High
91,54,2,1,Medium
191,29,21,0,High
161,68,12,0,High
112,11,23,0,Medium
111,37,0,1,Medium
184,31,23,1,High
72,49,17,0,Medium
159,28,22,0,High
175,54,11,0,High
174,46,22,2,High
137,24,5,0,High
96,39,2,2,Medium
118,52,19,2,Medium
152,46,5,0,High
193,16,19,2,High
77,21,21,1,Medium
23,12,14,0,Low
112,14,21,2,Medium
20,56,8,1,Low
92,49,3,2,Medium
123,45,22,2,High
12,58,0,1,Low
43,23,15,2,Low
27,10,15,0,Low
31,28,20,2,Low
76,52,23,2,Medium
26,28,8,2,Low
58,69,10,1,Low
198,48,11,1,High
137,29,1,2,High
187,17,6,2,High
167,17,23,0,High
59,41,9,0,Low
183,18,19,2,High
195,43,12,1,High
165,19,21,0,High
42,12,9,1,Low
75,68,10,1,Medium
173,55,23,1,High
27,27,15,2,Low
189,72,23,0,High
73,37,19,2,Medium
23,54,3,2,Low
95,63,13,2,Medium
192,10,10,1,High
23,42,7,0,Low
72,38,11,2,Medium
140,46,6,2,High
25,78,14,2,Low
113,31,9,2,Medium
177,79,12,2,High
179,75,10,2,High
41,63,23,0,Low
159,33,17,2,High
93,71,1,1,Medium
21,78,0,2,Low
76,10,4,0,Medium
122,65,18,0,High
49,77,17,2,Low
28,16,23,0,Low
56,21,21,1,Low
72,16,7,2,Medium
132,62,10,1,High
69,14,9,1,Medium
126,71,11,1,High
102,14,2,2,Medium
11,23,13,2,Low
138,69,23,0,High
59,11,12,0,Low
97,66,18,1,Medium
100,44,15,1,Medium
155,20,9,0,High
21,53,5,2,Low
71,25,8,2,Medium
22,48,12,0,Low
179,50,21,0,High
82,77,3,1,Medium
40,69,0,1,Low
75,48,12,0,Medium
147,41,1,2,High
169,74,2,2,High
54,55,6,1,Low
54,44,22,2,Low
92,26,7,2,Medium
164,59,3,1,High
164,33,12,0,High
27,73,8,0,Low
134,44,9,0,High
195,33,14,0,High
58,32,7,2,Low
14,32,11,1,Low
21,69,10,1,Low
189,69,3,2,High
129,12,7,2,High
45,62,3,2,Low
175,29,20,2,High
135,49,8,2,High
45,75,22,1,Low
120,63,2,1,Medium
171,34,13,2,High
102,65,18,2,Medium
136,46,10,1,High
141,35,10,0,High
66,76,21,0,Medium
35,68,16,0,Low
43,69,6,1,Low
14,52,0,0,Low
75,34,14,2,Medium
178,37,13,0,High
64,49,19,2,Medium
139,65,2,1,High
119,39,13,1,Medium
84,35,1,2,Medium
169,28,21,1,High
56,53,3,2,Low
91,28,6,1,Medium
182,53,16,0,High
126,59,11,2,High
128,13,4,1,High
159,36,23,0,High
21,49,21,0,Low
186,76,0,0,High
172,79,18,2,High
146,57,14,1,High
153,20,12,1,High
107,73,2,2,Medium
185,67,15,0,High
197,23,17,1,High
31,32,20,1,Low
158,44,11,1,High
39,29,18,0,Low
90,72,5,2,Medium
126,50,9,0,High
189,74,23,1,High
125,52,16,2,High
199,66,18,2,High
162,76,22,1,High
32,66,18,2,Low
21,35,23,2,Low
186,31,3,0,High
82,42,22,1,Medium
34,42,20,1,Low
129,14,4,2,High
101,36,1,2,Medium
139,25,13,1,High
53,49,5,1,Low
20,46,8,2,Low
180,31,1,0,High
45,50,10,1,Low
123,71,18,2,High
120,35,18,2,Medium
28,66,9,0,Low
161,32,1,0,High
80,19,3,2,Medium
30,68,23,2,Low
56,42,3,1,Low
77,46,23,0,Medium
81,16,3,0,Medium
147,51,23,0,High
114,38,16,1,Medium
71,11,17,0,Medium
29,70,9,2,Low
22,39,11,2,Low
88,38,2,1,Medium
145,36,13,2,High
64,40,10,0,Medium
95,47,19,0,Medium
27,27,19,0,Low
81,16,3,2,Medium
25,41,12,1,Low
176,43,8,1,High
26,20,15,2,Low
88,37,22,0,Medium
102,50,12,0,Medium
191,52,20,0,High
142,55,8,2,High
83,76,20,0,Medium
177,43,12,2,High
39,38,20,0,Low
71,56,20,1,Medium
165,73,21,2,High
41,41,18,2,Low
196,53,2,0,High
170,11,15,2,High
25,74,6,0,Low
74,21,16,1,Medium
33,44,14,0,Low
26,59,6,0,Low
106,14,5,0,Medium
17,46,2,2,Low
159,37,13,0,High
106,27,18,1,Medium
94,37,12,0,Medium
173,57,15,1,High
32,70,4,1,Low
96,14,13,1,Medium
196,36,23,1,High
21,53,9,0,Low
144,76,14,0,High
44,63,12,0,Low
130,74,18,0,High
40,64,19,1,Low
162,45,2,0,High
154,71,17,2,High
40,40,0,1,Low
168,14,22,1,High
102,39,6,1,Medium
85,73,3,1,Medium
25,10,12,0,Low
160,24,7,1,High
19,60,14,0,Low
179,73,20,2,High
42,72,7,0,Low
154,53,17,0,High
137,23,15,1,High
147,74,7,2,High
76,63,5,2,Medium
71,74,1,1,Medium
157,39,7,2,High
167,44,21,1,High
91,30,21,1,Medium
82,71,4,0,Medium
10,57,10,0,Low
199,75,2,0,High
131,22,18,0,High
62,38,13,1,Medium
34,10,4,2,Low
135,10,3,0,High
195,20,13,0,High
19,62,21,1,Low
11,61,10,0,Low
103,11,8,1,Medium
100,56,15,1,Medium
192,50,23,1,High
130,49,2,2,High
78,31,6,2,Medium
165,63,5,0,High
61,53,12,1,Medium
31,74,20,1,Low
130,20,22,0,High
12,64,20,0,Low
185,39,15,1,High
198,77,21,0,High
11,26,22,1,Low
19,19,22,2,Low
182,74,13,0,High
171,70,3,0,High
40,53,11,0,Low
32,58,21,1,Low
186,45,1,0,High
129,60,3,0,High
141,12,20,1,High
22,77,16,2,Low
121,66,21,2,High
94,65,1,1,Medium
169,10,18,2,High
84,51,12,0,Medium
161,64,22,1,High
35,50,5,1,Low
166,72,3,1,High
199,51,0,0,High
86,35,22,0,Medium
171,41,8,1,High
157,23,11,1,High
106,34,0,2,Medium
122,59,5,2,High
138,74,11,1,High
192,19,22,0,High
176,61,6,0,High
47,62,3,1,Low
108,70,0,1,Medium
175,33,5,1,High
97,74,13,1,Medium
103,21,4,1,Medium
137,27,17,0,High
82,12,1,1,Medium
76,58,23,1,Medium
199,11,13,0,High
128,53,18,0,High
114,12,13,1,Medium
87,34,8,1,Medium
10,78,7,0,Low
137,56,7,2,High
93,71,13,0,Medium
17,33,4,2,Low
136,28,5,0,High
193,43,1,2,High
72,54,15,0,Medium
146,21,1,1,High
158,55,18,2,High
94,37,17,2,Medium
52,19,7,0,Low
161,68,18,2,High
111,10,20,1,Medium
151,43,16,2,High
34,11,12,1,Low
61,60,1,2,Medium
196,63,14,0,High
158,24,20,1,High
184,51,14,2,High
108,51,4,2,Medium
135,45,0,1,High
190,41,13,2,High
196,10,8,2,High
146,30,17,2,High
185,12,11,0,High
20,33,8,0,Low
45,55,0,1,Low
148,45,11,0,High
54,29,0,2,Low
116,48,15,0,Medium
191,19,21,1,High
93,44,0,1,Medium
188,79,4,1,High
173,33,8,1,High
99,63,16,2,Medium
28,21,2,2,Low
39,31,6,1,Low
142,61,15,1,High
89,72,12,0,Medium
114,16,2,1,Medium
101,71,14,2,Medium
61,25,22,1,Medium
185,42,21,2,High
62,63,15,1,Medium
53,51,19,0,Low
101,23,2,0,Medium
47,36,17,1,Low
30,34,13,2,Low
120,16,5,2,Medium
166,40,22,1,High
155,72,13,0,High
35,75,11,1,Low
89,33,14,1,Medium
135,78,13,0,High
37,35,4,0,Low
53,76,23,1,Low
71,12,4,0,Medium
157,35,16,0,High
57,64,3,1,Low
89,15,13,2,Medium
64,48,16,0,Medium
17,27,16,1,Low
172,49,13,1,High
44,70,17,2,Low
94,14,20,2,Medium
138,16,11,1,High
140,58,20,1,High
